date,open,high,low,close,volume,foreign_ownership,code,name,source
2023-10-24,24000,24600,23300,24600,56785,1.73,090360,Robostar,naver-finance
2023-10-25,25000,25300,24300,24750,74039,1.72,090360,Robostar,naver-finance
2023-10-26,23900,24400,23650,23750,51893,1.67,090360,Robostar,naver-finance
2023-10-27,23750,24150,22950,23350,66583,1.72,090360,Robostar,naver-finance
2023-10-30,23050,24700,22900,24350,92479,1.89,090360,Robostar,naver-finance
2023-10-31,24500,24750,23600,23700,53314,1.83,090360,Robostar,naver-finance
2023-11-01,23900,27950,23900,25450,986507,1.46,090360,Robostar,naver-finance
2023-11-02,25850,26400,25550,26050,145043,1.61,090360,Robostar,naver-finance
2023-11-03,26250,26700,25500,26550,138203,1.9,090360,Robostar,naver-finance
2023-11-06,27000,27700,26300,27700,193430,1.94,090360,Robostar,naver-finance
2023-11-07,27450,27550,26550,27100,85581,2.08,090360,Robostar,naver-finance
2023-11-08,27100,27450,26700,26950,58678,2.07,090360,Robostar,naver-finance
2023-11-09,26600,27050,26350,26400,52063,2.03,090360,Robostar,naver-finance
2023-11-10,26000,26200,25550,25550,39196,2.01,090360,Robostar,naver-finance
2023-11-13,25800,26350,25250,25250,42102,1.99,090360,Robostar,naver-finance
2023-11-14,25250,27500,25250,26600,149401,2.26,090360,Robostar,naver-finance
2023-11-15,26900,27800,26700,27350,141599,2.4,090360,Robostar,naver-finance
2023-11-16,27650,28100,27250,28000,130946,2.6,090360,Robostar,naver-finance
2023-11-17,27900,28000,26950,26950,75245,2.46,090360,Robostar,naver-finance
2023-11-20,26900,27800,26650,27500,62680,2.49,090360,Robostar,naver-finance
2023-11-21,27800,27850,27400,27500,58830,2.38,090360,Robostar,naver-finance
2023-11-22,27450,28500,27300,27500,142522,2.16,090360,Robostar,naver-finance
2023-11-23,27600,28500,27450,27550,136850,2.02,090360,Robostar,naver-finance
2023-11-24,27700,28150,27500,28000,73590,2.08,090360,Robostar,naver-finance
2023-11-27,28400,28450,27500,27800,93660,2.01,090360,Robostar,naver-finance
2023-11-28,27750,28950,27500,28700,224161,2.04,090360,Robostar,naver-finance
2023-11-29,28950,29350,27750,27950,217020,1.87,090360,Robostar,naver-finance
2023-11-30,28200,28750,28050,28550,101570,1.9,090360,Robostar,naver-finance
2023-12-01,28800,28950,27800,28100,79820,1.77,090360,Robostar,naver-finance
2023-12-04,28200,28250,27250,27300,61869,1.74,090360,Robostar,naver-finance
2023-12-05,27000,27600,26000,26500,88773,1.68,090360,Robostar,naver-finance
2023-12-06,26750,26750,25750,26500,60703,1.77,090360,Robostar,naver-finance
2023-12-07,26150,26400,26000,26200,44795,1.74,090360,Robostar,naver-finance
2023-12-08,26350,27100,26350,26950,70142,1.74,090360,Robostar,naver-finance
2023-12-11,27400,28850,27100,28200,268409,2.1,090360,Robostar,naver-finance
2023-12-12,28200,28300,27500,27900,65728,2.01,090360,Robostar,naver-finance
2023-12-13,27650,28150,27400,27650,58896,1.93,090360,Robostar,naver-finance
2023-12-14,27950,28650,27600,28100,169840,1.82,090360,Robostar,naver-finance
2023-12-15,28300,28450,27850,28000,85092,1.76,090360,Robostar,naver-finance
2023-12-18,28000,28450,27700,28450,99999,1.93,090360,Robostar,naver-finance
2023-12-19,28450,28500,27750,27850,81518,1.8,090360,Robostar,naver-finance
2023-12-20,28050,28550,27700,28000,109845,1.75,090360,Robostar,naver-finance
2023-12-21,27700,28250,27400,27800,75628,1.79,090360,Robostar,naver-finance
